@relation Clustered

@attribute CustId numeric
@attribute Cluster numeric

@data
805,1
806,1
807,2
808,2
809,0
810,1
811,2
812,1
813,1
814,2
815,1
816,0
817,1
818,1
819,1
820,2
821,2
822,2
823,2
824,1
825,2
826,1
827,2
828,1
829,1
830,0
831,1
832,0
833,0
834,2
835,2
836,1
837,2
838,1
839,2
840,1
841,2
842,2
843,1
844,0
845,0
846,2
847,2
848,1
849,2
850,1
851,1
852,2
853,0
854,1
855,1
856,1
857,1
858,1
859,0
860,1
861,1
862,1
863,2
864,1
865,1
866,2
867,1
868,1
869,1
870,0
871,1
872,0
873,0
874,2
875,1
876,0
877,0
878,2
879,0
880,1
881,1
882,1
883,0
884,2
885,1
886,1
887,1
888,1
889,2
890,0
891,2
892,1
893,2
894,1
895,1
896,0
897,0
898,2
899,2
900,1
901,1
902,2
903,2
904,2
905,1
906,2
907,1
908,1
909,2
910,2
911,1
912,1
913,0
914,0
915,0
916,1
917,1
918,1
919,2
920,0
921,0
922,1
923,1
924,0
925,0
926,1
927,0
928,0
929,2
930,1
931,1
932,2
933,1
934,2
935,0
936,0
937,1
938,2
939,1
940,1
941,1
942,1
943,1
944,2
945,0
946,1
947,1
948,0
949,1
950,2
951,2
952,1
953,0
954,2
955,2
956,1
957,1
958,0
959,2
960,0
961,1
962,1
963,2
964,2
965,1
966,2
967,1
968,2
969,0
970,1
971,2
972,0
973,2
974,1
975,1
976,0
977,0
978,1
979,1
980,2
981,2
982,1
983,1
984,1
985,2
986,1
987,0
988,2
989,1
990,0
991,0
992,1
993,1
994,0
995,2
996,2
997,2
998,2
999,1
1000,1
1001,1
1002,1
1003,1
1004,2
1005,0
1006,2
1007,0
1008,1
1009,1
1010,2
1011,0
1012,1
1013,2
1014,0
1015,0
1016,2
1017,1
1018,1
1019,1
1020,1
1021,2
1022,1
1023,2
1024,1
1025,2
1026,1
1027,1
1028,1
1029,0
1030,1
1031,1
1032,2
1033,2
1034,2
1035,0
1036,1
1037,1
1038,0
1039,2
1040,1
1041,1
1042,2
1043,1
1044,2
1045,1
1046,2
1047,2
1048,1
1049,1
1050,0
1051,2
1052,1
1053,1
1054,1
1055,2
1056,1
1057,2
1058,1
1059,1
1060,2
1061,2
1062,2
1063,2
1064,0
1065,1
1066,2
1067,2
1068,0
1069,2
1070,2
1071,2
1072,0
1073,0
1074,1
1075,2
1076,0
1077,0
1078,1
1079,1
1080,1
1081,1
1082,0
1083,0
1084,0
1085,2
1086,1
1087,1
1088,2
1089,1
1090,1
1091,1
1092,0
1093,2
1094,2
1095,1
1096,1
1097,1
1098,2
1099,0
1100,1
1101,2
1102,1
1103,0
1104,1
1105,0
1106,2
1107,2
1108,0
1109,1
1110,2
1111,1
1112,1
1113,1
1114,1
1115,2
1116,2
1117,2
1118,1
1119,2
1120,0
1121,0
1122,2
1123,1
1124,1
1125,2
1126,2
1127,2
1128,1
1129,0
1130,2
1131,2
1132,2
1133,0
1134,1
1135,2
1136,1
1137,1
1138,1
1139,2
1140,1
1141,0
1142,0
1143,0
1144,2
1145,1
1146,2
1147,0
1148,2
1149,1
1150,1
1151,2
1152,1
1153,2
1154,1
1155,0
1156,1
1157,2
1158,2
1159,1
1160,1
1161,0
1162,0
1163,0
1164,1
1165,0
1166,1
1167,0
1168,1
1169,2
1170,2
1171,2
1172,1
1173,1
1174,1
1175,2
1176,1
1177,0
1178,2
1179,1
1180,1
1181,0
1182,2
1183,2
1184,0
1185,1
1186,0
1187,2
1188,2
1189,2
1190,1
1191,0
1192,0
1193,2
1194,0
1195,1
1196,2
1197,2
1198,1
1199,1
1200,2
1201,1
1202,0
1203,2
1204,2
1205,0
1206,0
1207,2
1208,2
1209,0
1210,0
1211,1
1212,1
1213,1
1214,2
1215,0
1216,1
1217,2
1218,2
1219,0
1220,0
1221,1
1222,1
1223,2
1224,2
1225,1
1226,1
1227,2
1228,1
1229,1
1230,1
1231,0
1232,2
1233,0
1234,1
1235,1
1236,1
1237,2
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0
1247,1
1248,0
1249,2
1250,0
1251,2
1252,2
1253,1
1254,2
1255,0
1256,2
1257,2
1258,2
1259,2
1260,2
1261,0
1262,1
1263,1
1264,1
1265,0
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,2
1273,1
1274,1
1275,1
1276,2
1277,1
1278,0
1279,0
1280,2
1281,2
1282,2
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,2
1290,1
1291,0
1292,2
1293,1
1294,1
1295,1
1296,1
1297,2
1298,1
1299,1
1300,2
1301,2
1302,2
1303,2
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,2
1311,1
1312,2
1313,0
1314,2
1315,1
1316,2
1317,2
1318,1
1319,0
1320,1
1321,2
1322,1
1323,0
1324,0
1325,2
1326,2
1327,1
1328,0
1329,0
1330,1
1331,0
1332,2
1333,1
1334,1
1335,2
1336,2
1337,2
1338,1
1339,0
1340,2
1341,0
1342,1
1343,2
1344,0
1345,0
1346,0
1347,1
1348,1
1349,1
1350,0
1351,0
1352,0
1353,1
1354,1
1355,2
1356,2
1357,2
1358,1
1359,1
1360,2
1361,1
1362,2
1363,1
1364,0
1365,1
1366,1
1367,1
1368,0
1369,0
1370,0
1371,2
1372,2
1373,1
1374,1
1375,1
1376,0
1377,1
1378,0
1379,1
1380,2
1381,1
1382,0
1383,1
1384,1
1385,2
1386,2
1387,0
1388,1
1389,1
1390,2
1391,2
1392,1
1393,0
1394,1
1395,0
1396,2
1397,0
1398,1
1399,2
1400,0
1401,1
1402,2
1403,2
1404,2
1405,2
1406,1
1407,0
1408,1
1409,2
1410,2
1411,1
1412,0
1413,0
1414,1
1415,0
1416,2
1417,2
1418,1
1419,0
1420,1
1421,0
1422,0
1423,1
1424,1
1425,1
1426,1
1427,2
1428,2
1429,1
1430,1
1431,0
1432,2
1433,2
1434,1
1435,2
1436,2
1437,1
1438,0
1439,2
1440,1
1441,0
1442,0
1443,1
1444,0
1445,1
1446,0
1447,0
1448,0
1449,0
1450,1
1451,1
1452,2
1453,2
1454,2
1455,2
1456,2
1457,1
1458,1
1459,1
1460,2
1461,1
1462,2
1463,2
1464,2
1465,2
1466,2
1467,2
1468,2
1469,1
1470,2
1471,0
1472,0
1473,0
1474,2
1475,1
1476,1
1477,2
1478,1
1479,2
1480,1
1481,1
1482,0
1483,1
1484,2
1485,0
1486,1
1487,1
1488,2
1489,1
1490,1
1491,2
1492,2
1493,1
1494,1
1495,0
1496,0
1497,0
1498,2
1499,1
1500,1
1501,2
1502,0
1503,1
1504,2
1505,2
1506,2
1507,1
1508,2
1509,2
1510,2
1511,1
1512,2
1513,0
1514,1
1515,1
1516,1
1517,0
1518,2
1519,0
1520,1
1521,2
1522,0
1523,0
1524,1
1525,2
1526,0
1527,1
1528,0
1529,2
1530,1
1531,2
1532,1
1533,2
1534,2
1535,2
1536,2
1537,0
1538,0
1539,2
1540,2
1541,0
1542,0
1543,0
1544,2
1545,2
1546,2
1547,2
1548,2
1549,1
1550,2
1551,2
1552,1
1553,1
1554,2
1555,1
1556,0
1557,0
1558,0
1559,0
1560,2
1561,0
1562,1
1563,2
1564,0
1565,1
1566,1
1567,2
1568,0
1569,1
1570,1
1571,2
1572,2
1573,1
1574,1
1575,2
1576,1
1577,1
1578,1
1579,1
1580,2
1581,2
1582,2
1583,0
1584,1
1585,1
1586,1
1587,0
1588,1
1589,1
1590,1
1591,0
1592,2
1593,2
1594,2
1595,2
1596,2
1597,1
1598,2
1599,2
1600,1
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,2
1608,2
1609,1
1610,0
1611,2
1612,1
1613,2
1614,0
1615,1
1616,1
1617,1
1618,2
1619,1
1620,1
1621,0
1622,2
1623,2
1624,1
1625,0
1626,2
1627,1
1628,1
1629,1
1630,1
1631,0
1632,1
1633,2
1634,1
1635,0
1636,0
1637,1
1638,2
1639,1
1640,2
1641,2
1642,1
1643,2
1644,2
1645,2
1646,1
1647,2
1648,2
1649,0
1650,2
1651,1
1652,0
1653,1
1654,2
1655,2
1656,2
1657,0
1658,1
1659,1
1660,1
1661,1
1662,1
1663,2
1664,1
1665,0
1666,1
1667,2
1668,0
1669,2
1670,2
1671,2
1672,0
1673,1
1674,2
1675,1
1676,2
1677,2
1678,2
1679,1
1680,1
1681,1
1682,1
1683,2
1684,1
1685,0
1686,2
1687,1
1688,1
1689,1
1690,0
1691,2
1692,1
1693,2
1694,2
1695,1
1696,2
1697,2
1698,1
1699,1
1700,1
1701,2
1702,0
1703,1
1704,2
1705,0
1706,1
1707,2
1708,0
1709,2
1710,1
1711,2
1712,1
1713,2
1714,1
1715,1
1716,1
1717,1
1718,2
1719,1
1720,2
1721,1
1722,2
1723,1
1724,1
1725,1
1726,1
1727,0
1728,2
1729,1
1730,1
1731,2
1732,2
1733,1
1734,2
1735,1
1736,2
1737,2
1738,1
1739,2
1740,2
1741,2
1742,2
1743,1
1744,0
1745,2
1746,0
1747,2
1748,2
1749,0
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,2
1757,0
1758,1
1759,1
1760,0
1761,0
1762,2
1763,0
1764,2
1765,2
1766,2
1767,2
1768,2
1769,1
1770,1
1771,0
1772,1
1773,1
1774,0
1775,0
1776,2
1777,1
1778,0
1779,1
1780,2
1781,1
1782,2
1783,1
1784,1
1785,2
1786,2
1787,1
1788,1
1789,1
1790,0
1791,1
1792,2
1793,2
1794,1
1795,0
1796,2
1797,1
1798,0
1799,2
1800,1
1801,1
1802,1
1803,0
1804,2
1805,2
1806,2
1807,0
1808,0
1809,1
1810,1
1811,1
1812,1
1813,2
1814,2
1815,1
1816,1
1817,1
1818,0
1819,0
1820,2
1821,1
1822,2
1823,1
1824,1
1825,1
1826,1
1827,0
1828,2
1829,1
1830,0
1831,2
1832,1
1833,2
1834,2
1835,2
1836,1
1837,2
1838,2
1839,0
1840,0
1841,2
1842,1
1843,1
1844,1
1845,2
1846,2
1847,1
1848,1
1849,1
1850,0
1851,1
1852,1
1853,2
1854,1
1855,2
1856,1
1857,1
1858,1
1859,0
1860,2
1861,1
1862,1
1863,2
1864,2
1865,1
1866,1
1867,1
1868,1
1869,2
1870,1
1871,1
1872,0
1873,1
1874,0
1875,0
1876,0
1877,1
1878,1
1879,1
1880,2
1881,0
1882,1
1883,1
1884,1
1885,1
1886,0
1887,2
1888,0
1889,2
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,2
1897,2
1898,2
1899,1
1900,1
1901,1
1902,0
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,2
1912,1
1913,2
1914,2
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1921,2
1922,0
1923,0
1924,0
1925,1
1926,0
1927,2
1928,1
1929,1
1930,1
1931,0
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,0
1939,2
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,1
1947,2
1948,0
1949,0
1950,1
1951,1
1952,1
1953,0
1954,1
1955,1
1956,2
1957,1
1958,1
1959,0
1960,1
1961,1
1962,1
1963,2
1964,1
1965,2
1966,2
1967,2
1968,2
1969,0
1970,1
1971,0
1972,1
1973,1
1974,0
1975,0
1976,0
1977,2
1978,1
1979,2
1980,1
1981,0
1982,1
1983,1
1984,2
1985,2
1986,2
1987,1
1988,1
1989,1
1990,2
1991,2
1992,0
1993,1
1994,0
1995,2
1996,0
1997,1
1998,0
1999,2
2000,0
2001,2
2002,1
2003,0
2004,1
2005,2
2006,1
2007,1
2008,2
2009,1
2010,2
2011,2
2012,2
2013,2
2014,2
2015,1
2016,2
2017,2
2018,2
2019,1
2020,1
2021,1
2022,2
2023,2
2024,1
2025,1
2026,1
2027,2
2028,2
2029,2
2030,2
2031,1
2032,1
2033,1
2034,2
2035,1
2036,1
2037,2
2038,1
2039,1
2040,2
2041,1
2042,1
2043,2
2044,1
2045,1
2046,0
2047,1
2048,1
2049,0
2050,0
2051,1
2052,2
2053,1
2054,2
2055,2
2056,2
2057,0
2058,2
2059,1
2060,1
2061,0
2062,2
2063,1
2064,1
2065,2
2066,1
2067,1
2068,1
2069,1
2070,2
2071,2
2072,2
2073,0
2074,2
2075,1
2076,2
2077,2
2078,2
2079,2
2080,2
2081,1
2082,1
2083,2
2084,2
2085,1
2086,1
2087,2
2088,1
2089,0
2090,0
2091,2
2092,2
2093,1
2094,1
2095,1
2096,2
2097,2
2098,2
2099,0
2100,0
2101,2
2102,1
2103,0
2104,0
2105,2
2106,2
2107,0
2108,2
2109,1
2110,1
2111,1
2112,1
2113,2
2114,2
2115,1
2116,1
2117,1
2118,1
2119,2
2120,1
2121,2
2122,1
2123,2
2124,2
2125,2
2126,1
2127,1
2128,2
2129,1
2130,1
2131,0
2132,1
2133,1
2134,2
2135,0
2136,2
2137,0
2138,1
2139,2
2140,1
2141,1
2142,1
2143,1
2144,2
2145,1
2146,2
2147,2
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,2
2155,1
2156,1
2157,2
2158,1
2159,0
2160,1
2161,1
2162,2
2163,1
2164,1
2165,2
2166,0
2167,1
2168,1
2169,1
2170,2
2171,1
2172,2
2173,1
2174,0
2175,1
2176,2
2177,1
2178,1
2179,2
2180,2
2181,2
2182,1
2183,2
2184,1
2185,2
2186,0
2187,2
2188,1
2189,2
2190,2
2191,1
2192,2
2193,0
2194,0
2195,1
2196,0
2197,2
2198,2
2199,1
2200,0
2201,1
2202,2
2203,1
2204,1
2205,2
2206,2
2207,2
2208,1
2209,1
2210,2
2211,1
2212,1
2213,1
2214,1
2215,0
2216,2
2217,0
2218,0
2219,1
2220,2
2221,1
2222,2
2223,1
2224,2
2225,2
2226,2
2227,2
2228,0
2229,1
2230,2
2231,1
2232,1
2233,2
2234,1
2235,1
2236,2
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,2
2244,0
2245,2
2246,0
2247,1
2248,2
2249,1
2250,2
2251,1
2252,1
2253,2
2254,1
2255,1
2256,1
2257,1
2258,0
2259,0
2260,1
2261,0
2262,2
2263,1
2264,2
2265,0
2266,0
2267,1
2268,0
2269,2
2270,2
2271,1
2272,0
2273,1
2274,1
2275,2
2276,1
2277,1
2278,0
2279,2
2280,1
2281,1
2282,2
2283,1
2284,0
2285,1
2286,1
2287,2
2288,2
2289,2
2290,1
2291,1
2292,1
2293,2
2294,0
2295,2
2296,0
2297,2
2298,2
2299,2
2300,1
2301,2
2302,1
2303,2
2304,2
2305,2
2306,1
2307,0
2308,1
2309,2
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,0
2317,0
2318,1
2319,2
2320,2
2321,2
2322,2
2323,2
2324,1
2325,2
2326,1
2327,2
2328,1
2329,1
2330,2
2331,1
2332,1
2333,0
2334,1
2335,1
2336,1
2337,0
2338,2
2339,1
2340,1
2341,1
2342,1
2343,0
2344,0
2345,0
2346,2
2347,2
2348,2
2349,2
2350,2
2351,2
2352,0
2353,2
2354,1
2355,2
2356,2
2357,2
2358,2
2359,1
2360,0
2361,0
2362,1
2363,1
2364,2
2365,1
2366,0
2367,0
2368,2
2369,0
2370,0
2371,2
2372,2
2373,1
2374,2
2375,2
2376,1
2377,1
2378,2
2379,2
2380,1
2381,1
2382,2
2383,2
2384,1
2385,2
2386,0
2387,2
2388,2
2389,2
2390,1
2391,2
2392,0
2393,0
2394,1
2395,1
2396,2
2397,2
2398,2
2399,0
2400,1
2401,1
2402,2
2403,1
2404,1
2405,0
2406,2
2407,1
2408,2
2409,2
2410,1
2411,1
2412,2
2413,1
2414,1
2415,2
2416,1
2417,1
2418,1
2419,2
2420,1
2421,0
2422,1
2423,1
2424,0
2425,0
2426,1
2427,0
2428,0
2429,2
2430,0
2431,1
2432,1
2433,0
2434,1
2435,2
2436,0
2437,1
2438,1
2439,1
2440,2
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,0
2448,1
2449,0
2450,1
2451,1
2452,0
2453,1
2454,1
2455,1
2456,1
2457,2
2458,1
2459,1
2460,2
2461,0
2462,1
2463,0
2464,1
2465,1
2466,1
2467,0
2468,2
2469,2
2470,0
2471,2
2472,0
2473,1
2474,2
2475,0
2476,1
2477,1
2478,0
2479,2
2480,0
2481,1
2482,0
2483,2
2484,2
2485,0
2486,1
2487,0
2488,0
2489,1
2490,2
2491,1
2492,0
2493,2
2494,1
2495,1
2496,1
2497,2
2498,1
2499,1
2500,1
2501,1
2502,0
2503,0
2504,1
2505,1
2506,2
2507,2
2508,2
2509,1
2510,2
2511,2
2512,1
2513,1
2514,2
2515,2
2516,1
2517,1
2518,2
2519,2
2520,1
2521,2
2522,1
2523,0
2524,2
2525,1
2526,0
2527,1
2528,0
2529,1
2530,0
2531,2
2532,1
2533,1
2534,1
2535,1
2536,0
2537,1
2538,1
2539,1
2540,1
2541,2
2542,1
2543,1
2544,2
2545,2
2546,2
2547,1
2548,2
2549,1
2550,1
2551,0
2552,1
2553,0
2554,2
2555,0
2556,1
2557,0
2558,2
2559,0
2560,1
2561,1
2562,0
2563,2
2564,1
2565,1
2566,1
2567,2
2568,1
2569,2
2570,2
2571,1
2572,1
2573,2
2574,2
2575,1
2576,2
2577,1
2578,0
2579,1
2580,1
2581,1
2582,2
2583,2
2584,1
2585,1
2586,2
2587,0
2588,1
2589,1
2590,2
2591,0
2592,1
2593,1
2594,2
2595,2
2596,0
2597,2
2598,2
2599,1
2600,1
2601,1
2602,0
2603,1
2604,2
2605,1
2606,0
2607,2
2608,2
2609,1
2610,2
2611,1
2612,2
2613,1
2614,1
2615,2
2616,2
2617,2
2618,2
2619,2
2620,1
2621,2
2622,2
2623,2
2624,2
2625,2
2626,1
2627,2
2628,1
2629,0
2630,1
2631,2
2632,1
2633,1
2634,1
2635,2
2636,1
2637,0
2638,1
2639,2
2640,0
2641,1
2642,1
2643,2
2644,1
2645,0
2646,1
2647,1
2648,1
2649,0
2650,2
2651,2
2652,2
2653,2
2654,1
2655,1
2656,2
2657,2
2658,0
2659,1
2660,1
2661,2
2662,1
2663,1
2664,2
2665,1
2666,0
2667,1
2668,0
2669,2
2670,2
2671,2
2672,0
2673,1
2674,2
2675,1
2676,2
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,2
2687,2
2688,1
2689,1
2690,2
2691,2
2692,2
2693,1
2694,2
2695,1
2696,1
2697,1
2698,2
2699,1
2700,1
2701,2
2702,2
2703,1
2704,2
2705,1
2706,1
2707,1
2708,2
2709,1
2710,1
2711,1
2712,2
2713,2
2714,0
2715,1
2716,1
2717,0
2718,1
2719,2
2720,2
2721,0
2722,1
2723,2
2724,2
2725,0
2726,2
2727,1
2728,1
2729,2
2730,1
2731,0
2732,1
2733,1
2734,2
2735,1
2736,2
2737,2
2738,2
2739,1
2740,2
2741,1
2742,0
2743,2
2744,1
2745,0
2746,0
2747,2
2748,2
2749,1
2750,2
2751,2
2752,2
2753,0
2754,0
2755,0
2756,2
2757,0
2758,2
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,0
2766,0
2767,1
2768,1
2769,0
2770,2
2771,1
2772,1
2773,1
2774,2
2775,2
2776,1
2777,2
2778,2
2779,2
2780,1
2781,2
2782,1
2783,1
2784,2
2785,1
2786,1
2787,2
2788,1
2789,0
2790,1
2791,2
2792,0
2793,1
2794,1
2795,1
2796,0
2797,1
2798,0
2799,1
2800,2
2801,1
2802,2
2803,0
2804,0
2805,1
2806,2
2807,1
2808,1
2809,1
2810,2
2811,1
2812,0
2813,2
2814,1
2815,0
2816,2
2817,1
2818,1
2819,1
2820,2
2821,1
2822,2
2823,2
2824,2
2825,1
2826,2
2827,2
2828,0
2829,2
2830,0
2831,0
2832,1
2833,1
2834,2
2835,1
2836,1
2837,1
2838,0
2839,1
2840,2
2841,0
2842,2
2843,1
2844,0
2845,2
2846,0
2847,1
2848,2
2849,1
2850,2
2851,2
2852,1
2853,0
2854,0
2855,1
2856,2
2857,1
2858,1
2859,2
2860,1
2861,2
2862,1
2863,1
2864,1
2865,1
2866,2
2867,2
2868,0
2869,0
2870,2
2871,2
2872,1
2873,0
2874,1
2875,1
2876,1
2877,1
2878,1
2879,2
2880,1
2881,2
2882,0
2883,2
2884,1
2885,1
2886,0
2887,1
2888,1
2889,1
2890,2
2891,1
2892,1
2893,2
2894,1
2895,1
2896,1
2897,1
2898,1
2899,0
2900,2
2901,1
2902,2
2903,2
2904,2
2905,1
2906,1
2907,2
2908,1
2909,1
2910,2
2911,1
2912,1
2913,2
2914,1
2915,1
2916,1
2917,1
2918,2
2919,1
2920,2
2921,0
2922,2
2923,0
2924,1
2925,2
2926,2
2927,1
2928,1
2929,2
2930,2
2931,1
2932,1
2933,1
2934,2
2935,1
2936,2
2937,1
2938,1
2939,2
2940,0
2941,0
2942,2
2943,1
2944,0
2945,1
2946,2
2947,1
2948,1
2949,1
2950,2
2951,2
2952,2
2953,2
2954,0
2955,1
2956,1
2957,2
2958,1
2959,2
2960,2
2961,0
2962,1
2963,2
2964,1
2965,2
2966,0
2967,1
2968,2
2969,2
2970,2
2971,1
2972,2
2973,2
2974,1
2975,1
2976,1
2977,2
2978,2
2979,2
2980,2
2981,2
2982,0
2983,0
2984,2
2985,1
