@relation RFMTable

@attribute CustomerID numeric
@attribute Recency numeric
@attribute Frequency numeric
@attribute Monetary numeric

@data
16520,0.2515,-2.63598,-0.00138
16523,-0.24448,6.36402,0.00114
16525,-0.2418,8.86402,0.00189
16526,0.21397,-3.63598,-0.00217
16527,-0.03,-3.63598,-0.00254
16528,-0.23643,-3.63598,-0.00244
16529,0.26222,-3.63598,-0.00119
16531,-0.18818,-0.63598,-0.00244
16532,-0.20158,-2.63598,0.01158
16533,-0.19622,-2.63598,-0.00027
16535,-0.23375,-3.63598,-0.00037
16536,0.04775,-3.63598,-0.00064
16539,-0.2418,-2.13598,-0.00127
16542,-0.10507,-3.63598,-0.00318
16545,0.19252,-3.63598,-0.00188
16546,0.53032,-3.13598,-0.001
16549,-0.22035,0.86402,0.00251
16550,0.04239,-1.63598,-0.0006
16551,0.00753,-2.63598,-0.00204
16552,0.40164,-3.13598,-0.0022
16553,0.18984,1.86402,0.00176
16554,-0.13456,-2.63598,-0.00079
16555,-0.15332,-3.13598,-0.00299
16556,-0.07021,-0.63598,0.0006
16557,-0.18282,-3.13598,-0.00282
16558,-0.24448,5.86402,0.00357
16560,-0.17745,-3.13598,-0.00087
16561,-0.23375,-3.13598,-0.00232
16563,-0.10507,-3.63598,0.0025
16565,0.72871,-3.63598,-0.00286
16566,-0.20694,-1.63598,-0.00279
16567,0.27295,-3.13598,-0.00058
16569,-0.23912,-3.63598,-0.00315
16570,-0.20694,0.86402,0.00032
16571,-0.17745,-2.63598,-0.00078
16572,0.09332,-2.63598,-0.00171
16573,-0.02196,-3.13598,-0.00169
16574,-0.05681,-3.63598,-0.00121
16581,0.24078,-3.63598,-0.00327
16582,0.05579,-3.63598,-0.00203
16583,0.75552,-3.63598,-0.00251
16584,-0.03268,-3.13598,-0.00026
16586,0.41772,-3.63598,-0.00114
16587,0.37483,-3.63598,-0.00255
16589,-0.05681,-2.63598,-0.00244
16591,-0.06485,-3.63598,-0.00263
16592,-0.23643,3.86402,0.00156
16593,-0.11043,-2.63598,-0.00279
16594,-0.04609,-3.63598,-0.00282
16595,-0.08362,-3.63598,-0.00175
16596,-0.20694,-3.13598,-0.00312
16597,-0.23643,-3.63598,-0.00336
16598,0.51692,-3.63598,-0.00303
16600,-0.23643,-1.13598,-0.00247
16601,-0.13992,-3.63598,-0.00244
16602,-0.15064,-3.63598,-0.00076
16603,-0.04877,-3.13598,-0.00213
16607,-0.20158,2.86402,-0.00139
16609,-0.20694,-0.63598,0.00479
16610,0.33997,-3.63598,-0.00344
16611,0.2515,-3.63598,-0.00312
16612,-0.16137,-2.13598,-0.00135
16613,-0.05949,-3.63598,-0.00022
16614,0.24078,-3.63598,-0.00089
16616,-0.20694,-3.13598,-0.00217
16617,0.38287,-3.63598,-0.00299
16618,-0.16405,-1.63598,0.00327
16619,0.45794,-3.63598,-0.00255
16620,-0.23643,-3.13598,-0.00333
16621,-0.11043,-2.13598,-0.00195
16623,0.40968,-3.63598,-0.00312
16624,-0.03,-3.13598,-0.00136
16625,0.49011,-3.63598,-0.00191
16626,-0.24448,4.36402,0.00083
16627,-0.03536,-3.63598,-0.00198
16628,-0.16673,-1.63598,-0.00052
16629,-0.05145,-3.13598,-0.00249
16633,-0.20158,-1.13598,0.00042
16634,0.3507,-3.13598,-0.00292
16637,-0.16137,-2.13598,-0.00192
16638,-0.18818,0.86402,-0.00076
16639,-0.16405,-2.63598,0.00078
16641,0.03702,-3.63598,-0.00252
16642,-0.23643,-3.13598,-0.00163
16643,0.40968,-3.63598,-0.001
16644,0.23005,-3.13598,0.0004
16647,0.20592,-3.13598,-0.00314
16648,-0.13456,-3.63598,-0.00217
16650,-0.05681,-3.63598,-0.00082
16652,-0.09166,-0.63598,0.00893
16653,-0.20426,-3.13598,0.00274
16654,0.13086,-2.13598,-0.00226
16655,-0.20158,-1.13598,0.0023
16656,-0.18818,3.36402,0.0026
16657,-0.22303,-2.13598,-0.00236
16658,0.73944,-3.63598,-0.00316
16659,0.25954,-3.63598,-0.00366
16660,-0.20426,-2.13598,-0.00118
16665,0.72335,-3.63598,-0.00309
16666,-0.19622,-3.63598,-0.00319
16667,-0.06485,-3.13598,-0.00172
16668,-0.20694,-1.13598,-0.00345
16669,-0.18282,-2.63598,0.00044
16670,-0.20426,1.36402,0.00021
16671,-0.17209,-2.63598,0.00431
16672,-0.2418,5.86402,0.00308
16674,-0.10239,-3.13598,-0.00272
16676,-0.15601,-2.13598,-0.00096
16678,-0.23912,1.86402,-0.00195
16679,0.73407,-3.63598,-0.00312
16680,-0.13188,-3.63598,-0.0028
16681,-0.05413,-1.13598,-0.00118
16682,-0.23375,-1.63598,-0.00077
16684,-0.23643,9.86402,0.07779
16685,-0.08362,-3.13598,-0.00246
16686,-0.12115,-0.63598,0.00107
16688,-0.24448,-2.13598,-0.00005
16689,-0.04609,-3.13598,-0.00214
16690,-0.05413,-3.13598,-0.00306
16692,0.43917,-3.13598,0.00363
16693,-0.06485,-3.13598,-0.00197
16696,0.11477,-2.13598,-0.00149
16697,0.39895,-3.63598,-0.00323
16698,0.35874,-3.13598,0.00313
16700,-0.22571,2.36402,-0.00087
16701,-0.22571,2.36402,0.00252
16705,-0.24448,5.86402,0.01088
16706,-0.14796,-2.63598,-0.00216
16708,-0.12383,-3.63598,0
16709,-0.02196,-1.63598,0.00276
16710,-0.19622,0.86402,-0.00138
16711,-0.23912,-1.63598,-0.00125
16712,-0.22303,1.36402,-0.00086
16713,-0.19622,3.36402,0.00273
16714,0.33729,-2.63598,0.00285
16715,-0.03804,-3.63598,-0.0021
16716,0.46598,-3.13598,0.00047
16717,-0.18282,-1.13598,0.00795
16718,0.74212,-3.63598,-0.00019
16719,-0.20963,-0.63598,-0.00134
16720,-0.17745,-3.63598,-0.00297
16721,0.45525,-3.63598,-0.00216
16722,-0.20158,2.36402,-0.00104
16723,-0.00319,-3.13598,-0.00137
16725,0.56249,-0.63598,-0.00268
16726,-0.17745,-1.63598,-0.00041
16727,0.72871,-3.63598,-0.00228
16728,-0.12383,-2.13598,-0.0009
16729,-0.14528,6.36402,-0.0003
16730,-0.10775,-2.63598,-0.00215
16732,-0.16405,-3.63598,-0.00031
16734,-0.10775,-2.63598,-0.00185
16735,-0.03804,-1.63598,0.00068
16737,-0.10507,-3.63598,-0.00141
16738,0.54909,-3.63598,-0.00387
16739,0.22469,-3.63598,-0.00197
16742,-0.12115,-3.63598,-0.00114
16743,-0.16941,-0.63598,-0.00134
16744,-0.21767,-0.63598,-0.00221
16745,-0.0166,4.36402,0.00098
16746,-0.23375,4.86402,-0.00041
16747,-0.14796,-3.13598,-0.00104
16748,-0.20158,-1.63598,-0.00105
16750,-0.12652,-1.63598,-0.00271
16751,-0.16673,-3.63598,0.00658
16752,0.75284,-3.63598,-0.00266
16753,-0.09166,-3.63598,-0.00257
16754,0.75016,-3.63598,0.00799
16755,0.05847,-2.63598,-0.00038
16756,0.32657,-3.63598,-0.00247
16757,0.60539,-3.63598,-0.00326
16758,-0.0729,-3.63598,-0.0017
16759,-0.22571,-2.63598,-0.00169
16761,0.01021,-3.63598,-0.00201
16762,-0.19622,-2.63598,-0.00025
16763,0.28367,-3.63598,-0.00026
16764,-0.23912,2.36402,-0.00178
16765,0.54105,-3.63598,-0.00369
16766,0.48474,-3.13598,-0.00049
16767,-0.16673,1.36402,0.00719
16768,-0.12115,-2.63598,-0.00276
16769,0.44989,-3.63598,-0.00163
16770,-0.09166,-1.63598,-0.00229
16771,-0.15869,-1.63598,0.00029
16773,-0.09434,-3.63598,-0.00287
16774,-0.06485,-2.13598,-0.00248
16775,-0.22035,1.36402,-0.00252
16776,-0.0863,-3.63598,-0.00159
16777,-0.03268,-3.13598,-0.00284
16778,-0.04877,-3.13598,-0.00299
16779,-0.2418,6.86402,0.0014
16780,0.02094,-3.13598,-0.00233
16781,0.75016,-3.63598,-0.00204
16782,-0.22035,2.36402,-0.00169
16784,-0.19354,-3.63598,-0.00325
16788,0.0826,-3.13598,-0.00211
16789,-0.22571,-3.63598,-0.00342
16790,-0.23912,-1.13598,0.00005
16791,-0.16941,-0.63598,-0.00101
16792,0.50887,-3.13598,-0.0033
16793,-0.09434,-3.63598,-0.00245
16794,-0.24448,0.86402,-0.00226
16795,0.73139,-3.63598,-0.00143
16796,-0.00855,-3.63598,-0.00208
16800,-0.21767,-3.63598,0.00324
16801,0.18984,-2.13598,0.00057
16803,-0.0729,-3.63598,-0.00192
16804,-0.1855,-2.63598,-0.00145
16805,0.21665,-3.13598,-0.00244
16806,0.02898,-2.13598,-0.00235
16807,0.13622,-2.63598,-0.00111
16808,0.01826,-3.13598,-0.0029
16809,-0.1855,-1.63598,-0.00214
16810,0.26759,-3.63598,-0.00206
16811,-0.23643,-3.13598,-0.00203
16812,0.72067,-3.63598,-0.00105
16813,-0.22571,0.86402,-0.00242
16814,-0.20963,6.36402,-0.00007
16816,0.02898,-2.13598,-0.00241
16817,-0.2418,0.36402,-0.00244
16818,-0.22035,1.36402,0.00022
16820,0.01021,-3.63598,-0.00094
16823,0.36142,-3.63598,-0.00176
16824,-0.20426,-3.13598,-0.00248
16825,-0.14528,-3.13598,-0.00118
16826,-0.11043,-3.63598,-0.00187
16828,0.00217,-3.13598,-0.00322
16829,0.17107,-3.63598,-0.00272
16830,-0.14528,-3.63598,-0.00196
16832,0.24614,-2.63598,-0.00343
16833,-0.24448,-2.13598,-0.00131
16834,0.36142,-3.63598,-0.00144
16835,0.096,-3.13598,-0.0033
16836,-0.1426,-3.13598,-0.00294
16837,-0.16405,1.36402,0.00048
16838,0.28099,-3.13598,-0.00156
16839,-0.22571,12.86402,0.00197
16841,-0.15064,-1.13598,-0.002
16842,0.02094,-2.63598,-0.0008
16843,-0.13456,3.86402,0.00697
16846,-0.11311,-3.63598,-0.00262
16847,-0.13188,-3.63598,-0.00274
16848,-0.10775,-3.63598,-0.00222
16849,0.2515,-3.63598,-0.00315
16850,0.6456,-3.63598,-0.00192
16851,-0.23643,-2.63598,-0.00313
16852,-0.22035,-3.13598,-0.00322
16855,-0.18282,-3.13598,-0.00284
16856,-0.20963,-3.63598,-0.00368
16858,0.73944,-3.63598,-0.00166
16859,0.14158,-3.13598,-0.001
16861,-0.08898,-3.13598,-0.00328
16863,-0.16405,-3.13598,-0.00188
16866,0.12818,-2.63598,-0.00325
16869,-0.1855,-2.13598,-0.00209
16871,-0.18818,-1.13598,0.0027
16872,-0.04072,-2.63598,-0.00159
16873,-0.23375,-1.13598,0.00891
16875,-0.06753,-1.63598,0.00179
16877,-0.21499,-1.13598,-0.00229
16878,-0.02196,-3.63598,-0.00381
16880,-0.16673,-0.63598,-0.00146
16881,-0.07021,-3.63598,-0.00133
16882,-0.07021,-2.63598,-0.00099
16883,0.25418,-3.13598,-0.00301
16884,-0.14796,-3.13598,-0.00213
16885,-0.20694,-2.63598,-0.00276
16887,-0.15332,-3.63598,-0.00274
16889,0.27295,-2.63598,0.00029
16891,-0.24448,-1.63598,-0.00251
16892,-0.24448,-1.63598,-0.003
16893,0.73676,-3.63598,-0.00303
16895,-0.0729,-3.63598,-0.00259
16897,0.55445,-3.13598,-0.00263
16898,-0.17745,-2.63598,-0.00268
16899,-0.22571,-1.13598,-0.00163
16900,-0.20426,-2.63598,0.00057
16902,0.06383,-3.63598,0.00624
16903,-0.16941,-3.63598,-0.00168
16904,-0.23643,3.86402,-0.00132
16905,-0.23375,-0.63598,0.00326
16906,-0.03,-2.13598,-0.0028
16907,-0.16941,-1.63598,-0.00229
16909,-0.05413,-3.63598,-0.00164
16910,-0.23643,-0.13598,-0.00217
16912,-0.16941,1.36402,-0.00114
16913,0.53032,-3.63598,-0.00322
16914,-0.15064,-3.63598,-0.00266
16915,-0.22303,-1.13598,-0.00286
16916,-0.18282,-3.13598,-0.00165
16917,0.49279,-3.63598,-0.00157
16918,-0.11311,-1.13598,-0.00212
16919,0.17107,1.36402,-0.00187
16921,-0.08362,-3.63598,-0.00289
16923,-0.21499,5.36402,0.00002
16924,-0.19086,-2.63598,-0.00197
16926,0.74748,-3.63598,-0.00252
16927,0.06115,-2.63598,-0.0026
16928,-0.03268,4.36402,-0.00164
16929,-0.23912,-0.63598,-0.0025
16930,-0.17745,-2.63598,-0.00273
16931,-0.23375,6.36402,-0.00145
16932,-0.10507,-3.63598,-0.00293
16933,-0.24448,-3.13598,-0.00188
16934,-0.09971,-3.13598,0.00091
16936,-0.18013,-3.63598,-0.00233
16938,-0.22571,-2.13598,0.00877
16940,-0.10775,-2.63598,0.00312
16942,-0.21231,0.36402,-0.00193
16943,0.31853,-2.63598,-0.00121
16945,-0.19086,5.36402,-0.00181
16947,0.38287,-3.63598,-0.00148
16948,0.1255,-2.63598,-0.00274
16949,-0.23912,-1.13598,-0.00159
16950,-0.09702,-2.63598,-0.00029
16951,0.11477,-2.63598,0.00236
16952,0.04507,-3.13598,-0.00296
16953,-0.16673,-3.63598,-0.00377
16954,-0.24448,0.36402,-0.00143
16955,0.24614,-2.13598,-0.00291
16956,-0.20158,-3.63598,-0.00206
16957,0.39359,-3.13598,-0.0021
16959,-0.01391,-3.63598,-0.0032
16960,-0.14528,-2.63598,-0.0027
16961,0.06383,-3.63598,-0.0025
16963,0.25418,-3.63598,-0.00324
16965,0.36142,-3.63598,-0.0027
16966,-0.22571,-0.63598,-0.00136
16967,0.25954,-3.63598,-0.002
16968,-0.23643,-3.13598,-0.00239
16969,-0.1426,-2.63598,-0.00153
16971,-0.14528,-3.63598,-0.00177
16976,0.46866,-3.63598,-0.0024
16978,-0.03804,-3.63598,-0.00185
16979,-0.23643,-1.13598,-0.00141
16980,0.43649,-3.13598,0.00046
16982,-0.08362,-3.63598,-0.00161
16983,-0.21231,-0.63598,-0.00132
16984,-0.01123,-3.13598,0.01526
16985,-0.20158,0.86402,0.00165
16986,-0.16941,-3.13598,0.00674
16987,-0.23912,-0.63598,-0.00163
16988,-0.23375,-3.63598,-0.00314
16989,-0.22839,-1.13598,0.0012
16990,0.33729,-3.63598,-0.00283
16992,-0.22035,-1.63598,-0.00136
16996,-0.16673,-1.13598,-0.00143
16997,0.52496,-2.63598,-0.00157
16998,0.15231,-2.13598,-0.00277
16999,-0.1855,-3.13598,-0.00244
17001,-0.24448,1.36402,-0.00134
17002,-0.0166,-2.63598,-0.00084
17004,-0.12383,-3.13598,0.00208
17006,-0.23375,-2.13598,-0.00223
17007,-0.11311,-1.13598,-0.00203
17010,-0.1989,-3.63598,-0.00273
17011,-0.16673,-3.63598,-0.00229
17014,-0.22571,-2.63598,-0.00252
17015,-0.17209,-2.63598,0.00231
17017,-0.2418,5.86402,0.001
17018,-0.13992,-3.13598,-0.00083
17019,-0.21767,-2.13598,-0.00172
17022,-0.16405,-3.63598,-0.00347
17024,-0.12652,-2.63598,-0.00366
17025,-0.0863,-2.63598,-0.00273
17026,0.24882,-3.13598,-0.00317
17027,-0.03536,-1.13598,-0.00247
17029,0.04775,-3.13598,-0.00176
17030,-0.07826,-3.63598,-0.00302
17031,-0.21767,-3.13598,-0.00255
17033,-0.0166,-2.63598,-0.00139
17034,-0.20426,-2.63598,-0.00163
17035,0.40968,-3.13598,-0.00235
17037,-0.01123,-3.63598,0.00363
17038,-0.16673,-3.63598,-0.00323
17040,0.12013,-3.63598,-0.00122
17041,-0.17745,-2.63598,-0.00124
17042,-0.23912,-1.63598,-0.00227
17043,-0.16137,-2.13598,0.00067
17044,-0.18013,-3.63598,0.00174
17045,0.05579,-2.63598,-0.00276
17046,0.17375,-3.63598,-0.00008
17047,-0.01928,-2.63598,-0.00128
17048,0.06651,-2.63598,-0.00092
17049,-0.2418,0.36402,0.00373
17050,0.01021,-1.13598,0.0011
17051,0.27295,-3.63598,-0.00242
17052,-0.17209,-3.63598,-0.00144
17053,0.10137,-3.63598,-0.00093
17054,-0.17209,-1.63598,-0.00203
17058,-0.03,-2.63598,-0.00044
17059,-0.16673,-1.63598,0.00112
17060,0.46598,-3.63598,-0.0025
17061,-0.05145,1.36402,0.00621
17062,0.59198,-2.13598,-0.00283
17063,-0.19086,-0.63598,-0.00159
17064,-0.09166,-2.63598,-0.00153
17068,-0.21499,6.36402,-0.0012
17069,-0.17209,0.36402,-0.00065
17070,0.05847,-3.63598,-0.00204
17071,-0.17209,0.36402,-0.00133
17073,-0.20158,-2.13598,-0.0012
17075,-0.20158,-2.13598,-0.00168
17076,-0.15064,-2.63598,-0.00089
17078,-0.15064,-3.13598,-0.00169
17079,-0.03804,-3.63598,-0.00319
17080,-0.18818,-3.13598,-0.00264
17081,-0.18013,-3.13598,-0.00283
17082,-0.15869,-3.13598,0.00422
17083,0.04507,-2.63598,0.00021
17084,-0.15332,-3.13598,0.00824
17085,0.0826,-1.63598,-0.00121
17086,-0.22839,-1.13598,-0.00117
17088,-0.17209,-2.13598,0.00213
17090,-0.23643,-0.63598,0.00029
17091,-0.2418,0.36402,0.00021
17092,-0.11311,-2.13598,0.00079
17094,0.61611,-3.63598,-0.0021
17095,-0.1855,-2.63598,0.00074
17096,-0.20694,-2.13598,-0.00203
17097,-0.2418,-0.13598,-0.00286
17100,-0.1989,-3.13598,0.00168
17101,-0.22035,-2.13598,0.00008
17102,0.45257,-3.63598,-0.00374
17105,0.17911,-3.13598,-0.00184
17107,-0.15869,-1.13598,0.01049
17109,-0.16941,-1.13598,-0.00152
17110,0.1952,-3.63598,-0.00292
17111,-0.12115,-3.63598,-0.00242
17114,-0.23107,-0.13598,-0.00305
17115,-0.22571,-2.63598,-0.00205
17117,0.52496,-3.63598,-0.0032
17118,0.60539,-3.63598,-0.00296
17119,-0.23912,-3.13598,-0.00064
17120,0.37751,-3.63598,-0.00207
17122,0.07188,-3.63598,-0.00307
17123,0.18448,-3.63598,-0.00184
17124,0.24882,-3.63598,-0.00212
17125,-0.11311,-3.63598,-0.00235
17126,0.16035,-1.63598,-0.00144
17128,0.65096,-3.63598,-0.00296
17131,-0.23375,-1.63598,0.00244
17133,-0.20426,-0.63598,0.00595
17134,0.03702,-3.13598,-0.00193
17135,-0.20426,-0.63598,-0.0022
17138,0.49011,-3.63598,-0.00163
17139,-0.20694,1.86402,0.01177
17140,0.41504,-3.63598,-0.00113
17142,0.39359,-3.63598,-0.00045
17144,-0.24448,-3.13598,-0.00036
17146,0.03702,-2.63598,-0.00212
17147,-0.1855,-2.13598,-0.00055
17148,-0.11043,-3.63598,-0.00315
17152,0.27563,-2.63598,0.00297
17153,-0.18282,-3.63598,-0.00263
17154,-0.04609,-3.63598,-0.00194
17155,-0.1989,-3.13598,-0.00304
17157,-0.22839,-3.13598,-0.00293
17158,-0.16137,-2.63598,-0.00052
17159,-0.19086,-2.63598,-0.00026
17160,-0.16405,-1.13598,0.00061
17162,-0.17209,0.86402,-0.00137
17163,-0.19086,-3.13598,-0.00288
17164,-0.16137,-0.63598,0.00053
17165,0.51424,-3.63598,-0.00295
17166,-0.14528,-3.13598,-0.00314
17169,-0.09434,-3.13598,-0.00076
17171,0.52764,-3.63598,-0.00256
17172,-0.03804,-3.63598,-0.00201
17173,-0.23375,-0.13598,0.00183
17174,0.33461,-3.63598,-0.00354
17175,-0.1292,-2.13598,-0.00081
17176,0.2944,-3.63598,-0.00207
17179,0.23005,-2.63598,-0.00244
17180,-0.09702,-2.13598,-0.0023
17181,-0.09434,-3.13598,-0.00297
17183,-0.22839,-1.13598,0.0005
17186,-0.12383,-3.13598,-0.00346
17187,0.36142,-3.63598,-0.00268
17188,-0.21767,-0.63598,-0.00079
17189,0.03702,-3.13598,-0.00254
17190,-0.09166,-3.13598,-0.00241
17191,-0.17209,-0.63598,-0.00073
17193,-0.15064,-0.63598,0.00062
17194,0.48743,-3.13598,-0.00239
17197,-0.16941,-3.63598,0.00212
17198,-0.1855,-2.63598,-0.00228
17201,-0.10507,-3.63598,-0.00186
17203,-0.15332,-1.13598,0.00373
17204,0.22201,-2.13598,0.00079
17205,-0.10239,-3.63598,-0.00161
17206,-0.10507,-3.63598,-0.00268
17211,-0.17477,-0.13598,-0.00133
17212,0.43113,-3.63598,-0.00255
17213,-0.13992,-0.63598,-0.00074
17214,-0.0863,-1.13598,-0.00241
17217,0.38019,-3.63598,-0.00322
17218,-0.23643,0.86402,-0.00216
17219,-0.16405,-3.63598,-0.00321
17220,-0.18282,2.86402,-0.00141
17221,-0.22839,-3.13598,-0.00269
17222,-0.0729,-3.63598,-0.00179
17223,0.58394,-3.13598,-0.00216
17226,0.57858,-3.63598,-0.00156
17227,-0.1989,-1.13598,-0.00257
17228,-0.20694,-0.13598,-0.00133
17229,0.01021,-3.13598,-0.00293
17230,0.46062,-0.13598,0.00656
17231,-0.21499,0.86402,-0.00114
17232,-0.23912,-3.13598,-0.00263
17233,-0.15332,-3.63598,-0.00276
17234,0.24078,-3.63598,-0.00301
17235,-0.18013,-3.13598,-0.00187
17236,-0.21231,-1.13598,-0.0026
17237,-0.21767,-3.13598,-0.00245
17238,-0.2418,4.36402,-0.00092
17239,0.5893,-3.63598,-0.00162
17242,0.04239,-3.13598,0.00032
17243,-0.24448,8.86402,-0.00023
17244,-0.10507,-3.63598,0.00177
17245,0.29976,-3.63598,-0.00287
17247,-0.20694,-3.63598,-0.00222
17248,0.07456,-3.63598,-0.002
17250,-0.23643,-3.13598,-0.00258
17251,0.72335,-3.63598,-0.00221
17252,0.06383,-3.13598,-0.00187
17253,-0.1989,-3.63598,-0.00283
17254,-0.23375,-3.13598,-0.00288
17255,-0.13724,-3.13598,-0.00279
17256,0.0397,-3.13598,-0.00314
17259,0.14962,-3.13598,-0.00163
17262,-0.10775,-1.63598,-0.00042
17263,0.31048,-3.63598,-0.00352
17265,0.12281,-3.13598,-0.00161
17266,-0.2418,-2.63598,-0.00285
17267,0.09332,-3.13598,-0.00204
17268,0.0397,-2.13598,-0.00121
17272,-0.13456,-2.13598,0.00057
17274,-0.15332,-3.63598,-0.00323
17277,0.3641,-3.13598,0.00037
17278,0.39895,-3.63598,-0.00243
17279,-0.09434,-3.63598,-0.00278
17282,0.10137,-2.63598,0.00051
17284,-0.0863,-1.13598,0.00036
17286,-0.18818,-3.63598,-0.00298
17287,-0.17745,-0.63598,-0.00269
17288,-0.22303,-0.63598,-0.0006
17289,-0.16137,-2.63598,-0.00129
17290,-0.23643,-3.13598,-0.00179
17291,0.57858,-3.63598,-0.00063
17293,-0.22571,0.36402,-0.00184
17295,-0.17209,-2.63598,-0.00223
17297,-0.20158,-3.63598,-0.00311
17298,0.02362,-3.13598,-0.00157
17299,-0.21499,-2.13598,-0.00206
17301,-0.19086,-3.63598,-0.00272
17302,-0.20963,-1.63598,-0.00176
17303,0.72067,-3.63598,-0.00241
17306,-0.21767,5.36402,0.00055
17309,0.00753,-3.63598,-0.0034
17311,-0.03804,-3.13598,0.00102
17312,0.12281,-2.63598,-0.00239
17313,-0.16405,-3.63598,0.00993
17314,-0.18282,-0.13598,0.00009
17315,-0.2418,14.86402,-0.0014
17317,-0.12383,-2.63598,0.00814
17320,0.02094,-2.63598,-0.00117
17321,-0.22571,-3.13598,0.00002
17323,-0.20694,-0.63598,-0.00258
17324,-0.20158,-2.13598,-0.00048
17325,0.50351,-3.63598,-0.00332
17329,-0.20963,-3.13598,-0.00223
17330,-0.18818,-3.13598,-0.00232
17331,0.0826,-3.63598,-0.00285
17333,-0.01928,-3.63598,-0.00096
17334,0.56249,-3.13598,-0.00213
17337,0.15767,-2.13598,0.0022
17338,-0.20158,-0.13598,0.00463
17339,0.00485,-3.13598,-0.0028
17340,-0.16941,1.36402,0.01922
